ProbeSet,Gene Symbol,Chr,Mb
10437698,Txndc11,16,11.075004
10437712,Zc3h7a,16,11.136696
10437735,Affy_10437735,16,11.167198
10437737,Rsl1d1,16,11.193063
10437748,Gspt1,16,11.220248
10437765,Cpped1,16,11.803797
10437773,Affy_10437773,16,12.950854
10437775,2310015D24Rik,16,13.516319
10437778,Parn,16,13.538053
10437804,Pla2g10,16,13.71515
10437813,Affy_10437813,16,13.779841
10437817,Pdxdc1,16,13.834023
10437846,Ifitm7,16,13.982064
10437852,4921513D23Rik,16,14.111626
10437885,Myh11,16,14.194625
10437928,0610037P05Rik,16,14.299337
10437934,Rpsa,16,14.957738
10437936,F830005K03Rik,16,15.092515
10437940,Affy_10437940,16,15.216952
10437942,Ube2v2,16,15.552776
10437945,Mcm4,16,15.623994
10437963,Mzt2,16,15.848534
10437970,2310008H04Rik,16,15.889317
10437992,Dnm1l,16,16.312326
10438017,Fgd4,16,16.422069
10438040,Olfr19,16,16.673143
10438042,4933404G15Rik,16,16.707707
10438049,Spag6,16,16.753109
10438060,Igll1,16,16.860761
10438064,Vpreb1,16,16.868496
10438069,Ypel1,16,17.082091
10438071,Ppil2,16,17.086648
10438091,2610318N02Rik,16,17.113491
10438094,Mir130b,16,17.124154
10438096,mir-301b,16,17.124511
10438098,Sdf2l1,16,17.130231
10438103,Ccdc116,16,17.139157
10438109,Ube2l3,16,17.152106
10438112,Pi4ka,16,17.280445
10438169,Affy_10438169,16,17.341999
10438171,Thap7,16,17.528072
10438178,4930451C15Rik,16,17.545528
10438189,Slc7a4,16,17.572111
10438198,Med15,16,17.651314
10438220,Car15,16,17.835369
10438232,Dgcr2,16,17.840448
10438245,Dgcr14,16,17.900802
10438256,Gsc2,16,17.913207
10438262,Slc25a1,16,17.925316
10438272,Prodh,16,18.071819
10438289,4933432I09Rik,16,18.209779
10438293,Zdhhc8,16,18.220846
10438308,Ranbp1,16,18.23988
10438313,Dgcr8,16,18.254041
10438328,D16H22S680E,16,18.300918
10438338,mir-185,16,18.327486
10438340,Comt,16,18.407622
10438347,Tbx1,16,18.581797
10438358,Sept5,16,18.620412
10438376,Rps2,17,18.681427
10438378,Cdc45,16,18.780545
10438400,Mrpl40,16,18.87231
10438405,Igl-V1,16,19.061719
10438415,Igl-V2,16,19.198647
10438421,Olfr164,16,19.285868
10438423,Olfr165,16,19.407132
10438425,Olfr167,16,19.514789
10438427,Olfr168,16,19.530073
10438429,Olfr169,16,19.566033
10438431,Olfr170,16,19.605818
10438433,Olfr171,16,19.62425
10438435,Lamp3,16,19.653479
10438442,A930003A15Rik,16,19.876786
10438445,Klhl6,16,19.94659
10438454,Sumo2,16,20.176798
10438456,Map6d1,16,20.235321
10438460,Parl,16,20.279891
10438468,Cyp2ab1,16,20.30846
10438478,Abcc5,16,20.331376
10438515,Gm15760,16,20.545988
10438517,Alg3,16,20.605545
10438527,Camk2n2,16,20.619294
10438530,Clcn2,16,20.703037
10438555,Thpo,16,20.724527
10438564,Rps10,16,20.822162
10438567,2310042E22Rik,16,21.152742
10438570,Magef1,16,21.333045
10438572,2510009E07Rik,16,21.649113
10438575,Ehhadh,16,21.76136
10438583,Rpl12,16,21.84112
10438585,Tmem41a,16,21.934399
10438592,Liph,16,21.955444
10438603,Igf2bp2,16,22.059128
10438621,Tra2b,16,22.245814
10438626,Etv5,16,22.381386
10438639,Dgkg,16,22.468519
10438666,Affy_10438666,16,22.68542
10438668,Crygs,16,22.80522
10438672,Tbccd1,16,22.813288
10438681,Kng2,16,22.985927
10438690,Rfc4,16,23.114006
10438702,St6gal1,16,23.22031
10438708,Masp1,16,23.44949
10438726,Masp1,16,23.717255
10438730,Sst,16,23.889665
10438733,Rtp2,16,23.925634
10438738,Bcl6,16,23.965138
10438749,Affy_10438749,16,24.406441
10438751,Affy_10438751,16,25.702728
10438753,Leprel1,16,25.960409
10438769,Cldn1,16,26.356737
10438778,Tmem207,16,26.504938
10438784,Gm606,16,26.957321
10438791,Uts2d,16,27.353397
10438801,Fgf12,16,28.160184
10438813,mir-690,16,28.600021
10438815,1600021P15Rik,16,28.826262
10438822,Atp13a5,16,29.232
10438854,Atp13a4,16,29.396127
10438889,9530020O07Rik,16,29.813776
10438891,Gm1968,16,29.958013
10438899,Cpn2,16,30.256467
10438904,Lrrc15,16,30.26939
10438907,Gp5,16,30.307779
10438909,Atp13a3,16,30.313825
10438911,Atp13a3,16,30.31579
10438942,Tmem44,16,30.511941
10438959,Lsg1,16,30.56058
10438975,AI480653,16,30.955711
10438980,Acap2,16,31.092499
10439005,Ppp1r2,16,31.251623
10439009,Apod,16,31.296278
10439016,4930444G20Rik,16,31.377718
10439018,0610012G03Rik,16,31.947857
10439021,Senp5,16,31.962592
10439032,Pak2,16,32.017949
10439049,Pigx,16,32.084506
10439058,Lrrc33,16,32.142907
10439063,Fbxo45,16,32.230198
10439068,Osta,16,32.475615
10439080,Osta,16,32.591192
10439084,Gm10818,16,32.666507
10439087,Muc20,16,32.786125
10439092,Kiaa0226,16,32.821793
10439114,Iqcg,16,33.015471
10439126,Affy_10439126,16,33.940654
10439130,Umps,16,33.955098
10439138,Kalrn,16,33.975623
10439204,Rpl15,16,34.006677
10439206,Affy_10439206,16,35.234888
10439208,Sec22a,16,35.311217
10439216,Affy_10439216,16,35.387922
10439218,Pdia5,16,35.397398
10439237,Rps21,16,35.573403
10439239,Dirc2,16,35.694989
10439249,Parp14,16,35.83296
10439268,Dtx3l,16,35.926597
10439276,Fam162a,16,36.04279
10439282,Csta,16,36.12003
10439285,Gm6815,16,36.195324
10439287,Affy_10439287,16,36.23569
10439289,BC117090,16,36.321751
10439292,BC100530,16,36.359468
10439296,Stfa2,16,36.404033
10439299,Stfa3,16,36.450623
10439303,Casr,16,36.49378
10439312,Cd86,16,36.603955
10439321,Slc15a2,16,36.750267
10439346,Eaf2,16,36.79297
10439357,Fbxo40,16,36.963546
10439362,Stxbp5l,16,37.115742
10439392,Gtf2e1,16,37.509881
10439398,Ndufb4,16,37.647688
10439402,Rpl9,16,37.696852
10439404,Gm4324,16,37.854363
10439409,BC031361,16,38.087688
10439411,Nr1i2,16,38.248437
10439424,4932425I24Rik,16,38.298181
10439442,Pla1a,16,38.396203
10439455,Adprh,16,38.444114
10439463,4930455C21Rik,16,38.498433
10439471,Poglut1,16,38.525229
10439483,Arhgap31,16,38.598456
10439498,Affy_10439498,16,38.748827
10439500,Upk1b,16,38.773297
10439509,4930435E12Rik,16,38.812318
10439514,Gap43,16,42.248665
10439520,Gm10809,16,42.796852
10439523,Gm9968,16,43.345998
10439527,Tigit,16,43.649114
10439532,Qtrtd1,16,43.86152
10439542,Zdhhc23,16,43.969259
10439547,Gramd1c,16,43.980468
10439566,Atp6v1a,16,44.085517
10439583,Sidt1,16,44.240293
10439612,Boc,16,44.485157
10439634,Gtpbp8,16,44.738984
10439642,Slc35a5,16,45.139686
10439651,Cd200,16,45.382231
10439660,Gm609,16,45.416868
10439667,BC016579,16,45.626961
10439675,Tmprss7,16,45.65643
10439695,Tagln3,16,45.711343
10439701,Abhd10,16,45.73003
10439710,Phldb2,16,45.746356
10439732,Plcxd2,16,45.860511
10439742,Affy_10439742,16,46.01818
10439744,Cd96,16,46.035735
10439762,Ahcy,16,46.153094
10439766,Pvrl3,16,46.395118
10439780,6430553K19Rik,16,48.122185
10439788,Affy_10439788,16,48.410419
10439790,Trat1,16,48.732023
10439798,Dzip3,16,48.925992
10439830,Affy_10439830,16,48.943112
10439832,Affy_10439832,16,49.296761
10439835,Gm4802,16,49.412151
10439837,Affy_10439837,16,49.549104
10439845,Gm5486,16,49.929391
10439848,Gm4827,16,50.019769
10439854,Bbx,16,50.195893
10439874,Ccdc54,16,50.589972
10439878,Psmc1,16,50.665118
10439881,5330426P16Rik,16,50.719412
10439885,Affy_10439885,16,50.920655
10439887,Affy_10439887,16,51.016637
10439889,Affy_10439889,16,51.30144
10439891,Gm6767,16,51.362584
10439895,Alcam,16,52.251003
10439915,Affy_10439915,16,53.404199
10439917,Zpld1,16,55.225288
10439932,Affy_10439932,16,55.594895
10439934,Affy_10439934,16,55.715315
10439936,Nfkbiz,16,55.811491
10439955,Fam55c,16,55.844298
10439960,Cep97,16,55.902376
10439974,Gm8900,16,55.940431
10439976,2310061J03Rik,16,55.973388
10439980,Pcnp,16,56.015621
10439985,Rg9mtd1,16,56.033383
10439989,Affy_10439989,16,56.035866
10439991,Tfg,16,56.690445
10440002,Gpr128,16,56.724722
10440019,Tmem45a,16,56.805274
10440028,2310005G13Rik,16,57.038748
10440037,Nit2,16,57.156621
10440050,Tbc1d23,16,57.168975
10440070,Tmem30c,16,57.266252
10440077,Cmss1,16,57.302113
10440091,Col8a1,16,57.624369
10440097,Affy_10440097,16,57.715451
10440099,St3gal6,16,58.468238
10440118,Affy_10440118,16,58.529743
10440120,Gm813,16,58.613799
10440125,E330017A01Rik,16,58.63537
10440131,Gpr15,16,58.717548
10440134,Olfr172,16,58.760347
10440136,Olfr173,16,58.796575
10440138,Olfr174,16,58.82358
10440141,Olfr177,16,58.872045
10440143,Olfr178,16,58.889085
10440145,Olfr180,16,58.915508
10440147,Olfr181,16,58.925383
10440149,Olfr186,16,59.026802
10440151,Olfr187,16,59.035606
10440154,Affy_10440154,16,59.050222
10440156,Olfr190,16,59.073981
10440158,Olfr191,16,59.085378
10440160,Olfr192,16,59.09789
10440162,Olfr193,16,59.109505
10440164,Olfr194,16,59.118974
10440166,Olfr196,16,59.167036
10440168,Olfr197,16,59.185382
10440170,Olfr198,16,59.20133
10440172,Olfr199,16,59.215511
10440174,Olfr201,16,59.268565
10440176,Olfr202,16,59.283398
10440178,Olfr204,16,59.314314
10440180,Olfr205,16,59.328416
10440182,Olfr206,16,59.344605
10440184,Olfr208,16,59.361125
10440186,Crybg3,16,59.491922
10440206,Arl6,16,59.612775
10440216,Epha6,16,59.653309
10440236,Affy_10440236,16,61.372853
10440238,Nsun3,16,62.732271
10440246,Arl13b,16,62.793511
10440258,Epha3,16,63.543362
10440279,Csnka2ip,16,64.477636
10440284,4930453N24Rik,16,64.765558
10440288,Zfp654,16,64.780173
10440292,Gm5488,16,64.786251
10440300,Affy_10440300,16,64.917805
10440302,Htr1f,16,64.924555
10440307,Chmp2b,16,65.539373
10440314,Cadm2,16,66.661319
10440329,9330155M09Rik,16,67.443376
10440333,Speer2,16,69.857207
10440338,4930423O20Rik,16,70.382064
10440340,Affy_10440340,16,72.264527
10440342,Affy_10440342,16,73.423038
10440344,Robo2,16,73.892551
10440376,Lipi,16,75.540759
10440388,Hspa13,16,75.755433
10440393,Samsn1,16,75.859038
10440406,Nrip1,16,76.290146
10440414,Fau,16,76.403437
10440417,9430053O09Rik,16,77.421528
10440419,Btg3,16,78.360013
10440425,Affy_10440425,16,78.423975
10440427,C21orf91,16,78.543775
10440433,Tmprss15,16,78.953253
10440463,LOC436427,16,79.914705
10440465,Affy_10440465,16,81.261943
10440467,Rpl21,16,83.371496
10440469,Gm6032,16,84.513293
10440471,Mrpl39,16,84.717823
10440483,Atp5j,16,84.828111
10440488,Gm311,16,84.893677
10440491,App,16,84.954688
10440513,Cyyr1,16,85.456477
10440522,Adamts1,16,85.794072
10440534,Adamts5,16,85.862665
10440543,Ltn1,16,87.378913
10440550,Ltn1,16,87.394767
10440552,Ltn1,16,87.397399
10440554,Ltn1,16,87.398032
10440556,Ltn1,16,87.398897
10440558,Ltn1,16,87.400258
10440560,Ltn1,16,87.400574
10440562,Ltn1,16,87.402271
10440564,Ltn1,16,87.404251
10440566,Ltn1,16,87.405771
10440568,Ltn1,16,87.408945
10440570,Ltn1,16,87.409547
10440572,Ltn1,16,87.410552
10440574,Ltn1,16,87.411864
10440576,Ltn1,16,87.41262
10440578,Ltn1,16,87.413433
10440591,Affy_10440591,16,87.419154
10440593,Rwdd2b,16,87.433576
10440600,Cct8,16,87.483572
10440617,Affy_10440617,16,87.54932
10440619,Affy_10440619,16,87.621259
10440621,Grik1,16,87.896142
10440643,Cldn17,16,88.506052
10440647,Cldn8,16,88.561071
10440651,Krtap24-1,16,88.611735
10440653,Affy_10440653,16,88.619355
10440655,2310079G19Rik,16,88.627289
10440657,Krtap26-1,16,88.647069
10440661,Rpl13,16,88.682346
10440664,2310061N02Rik,16,88.707628
10440666,Krtap13,16,88.750989
10440669,2310057N15Rik,16,88.773426
10440673,Krtap14,16,88.825535
10440677,Krtap16-9,16,88.869163
10440681,Krtap16-1,16,88.87391
10440685,Krtap16-5,16,88.877758
10440690,Krtap16-4,16,88.885002
10440694,Krtap8-2,16,88.896213
10440698,Affy_10440698,16,88.924295
10440700,AY026312,16,88.932049
10440704,Krtap16-10,16,88.962549
10440708,Krtap19-7,16,88.981792
10440711,Gm10228,16,89.041166
10440713,Krtap16-8,16,89.047545
10440717,Krtap6-1,16,89.063953
10440719,Affy_10440719,16,89.366184
10440721,Krtap16-7,16,89.403272
10440724,Krtap6-2,16,89.419568
10440727,Krtap8-1,16,89.487967
10440729,Krtap7-1,16,89.508244
10440731,Krtap11-1,16,89.570833
10440734,LOC640684,16,89.733066
10440738,Tiam1,16,89.787356
10440770,Scaf4,16,90.229196
10440794,2610039C10Rik,16,90.714919
10440800,Urb1,16,90.752254
10440840,1110004E09Rik,16,90.926056
10440849,Synj1,16,90.938485
10440881,Gcfc1,16,91.015021
10440903,C21orf62,16,91.05418
10440909,C21orf62,16,91.075937
10440911,Affy_10440911,16,91.113902
10440914,Gm9881,16,91.170444
10440916,Affy_10440916,16,91.349887
10440918,Tmem50b,16,91.574753
10440926,Dnajc28,16,91.615959
10440929,Gart,16,91.62164
10440953,Donson,16,91.67951
10440964,Cryzl1,16,91.689569
10440977,Atp5o,16,91.925466
10440985,4930563D23Rik,16,92.319008
10440989,Kcne1,16,92.346246
10440993,Rcan1,16,92.392196
10441003,Runx1,16,92.603901
10441017,Setd4,16,93.583702
10441032,Cldn14,16,93.919278
10441038,Hlcs,16,94.350912
10441053,Affy_10441053,16,94.390908
10441055,Pigp,16,94.58037
10441064,Dscr3,16,94.719395
10441073,Kcnj6,16,94.97029
10441091,6530402D11Rik,16,94.97233
10441093,Erg,16,95.581811
10441107,Psmg1,16,96.20154
10441115,Brwd1,16,96.214054
10441161,Hmgn1,16,96.342225
10441167,Lca5l,16,96.380013
10441178,Itgb2l,16,96.643895
10441195,Dscam,16,96.814339
10441231,Bace2,16,97.578632
10441233,Mx1,16,97.668644
10441244,Fam3b,16,97.692572
10441254,Tmprss2,16,97.786289
10441270,Ripk4,16,97.96354
10441280,Prdm15,16,98.013485
10441313,C2cd2,16,98.076823
10441330,Zfp295,16,98.168997
10441339,A630089N07Rik,16,98.288922
10441342,Synj2bp,17,3.056687
10441344,Rbm16,17,3.114972
10441359,Affy_10441359,17,3.308941
10441361,Tiam2,17,3.326573
10441392,Cldn20,17,3.532564
10441394,Affy_10441394,17,4.67802
10441396,Ppia,17,4.880626
10441398,Gm10515,17,4.94185
10441400,Arid1b,17,4.995105
10441422,Zdhhc14,17,5.492557
10441436,Snx9,17,5.841364
10441456,Synj2,17,5.941403
10441489,Gtf2h5,17,6.079852
10441494,Tulp4,17,6.106888
10441497,Tulp4,17,6.138744
10441509,Ppp1r2,17,6.253903
10441511,Affy_10441511,Un,1.0
10441530,Sytl3,17,6.631731
10441539,Rnaset2a,17,7.183209
10441554,Affy_10441554,17,7.223623
10441556,Gm1604b,17,7.229019
10441565,Rps6ka2,17,7.374464
10441588,Tcp10b,17,7.529046
10441601,Tagap,17,8.118885
10441610,Rsph3a,17,8.138675
10441620,Fgfr1op,17,8.358385
10441633,Ccr6,17,8.429077
10441642,Brp44l,17,8.476675
10441646,Sft2d1,17,8.503967
10441657,Prr18,17,8.533271
10441660,T2,17,8.589494
10441669,T,17,8.627288
10441680,Pde10a,17,8.99461
10441706,1700010I14Rik,17,9.181226
10441718,Park2,17,11.03325
10441740,Agpat4,17,12.31215
10441751,Affy_10441751,17,12.549342
10441753,Plg,17,12.571474
10441774,Slc22a2,17,12.777055
10441787,Airn,17,12.934268
10441791,Airn,17,13.008797
10441794,Mrgprh,17,13.0689
10441797,Tcp1,17,13.109331
10441811,Affy_10441811,17,13.112451
10441813,Tcp1,17,13.115656
10441815,Sod2,17,13.200705
10441824,Tcp10c,17,13.25397
10441856,Gm10512,17,13.398485
10441858,Smok2a,17,13.414054
10441862,Smok2b,17,13.427761
10441864,Mllt4,17,13.897606
10441899,Gm7168,17,14.08538
10441902,Smoc2,17,14.416542
10441917,Gm7372,17,14.550497
10441919,1600012H06Rik,17,15.080189
10441923,Ermard,17,15.147201
10441933,Ermard,17,15.178579
10441952,Ermard,17,15.190178
10441954,Ermard,17,15.226703
10441956,Fam120b,17,15.53321
10441973,Tbp,17,15.636852
10441987,Chd1,17,15.841938
10442025,Gm9943,17,16.151844
10442027,Gm9943,17,16.984359
10442030,Gm7483,17,17.026319
10442032,BC002059,17,17.088503
10442037,Zfp97,17,17.142094
10442052,Gm6712,17,17.431407
10442057,Riok2,17,17.511536
10442069,Lix1,17,17.539636
10442075,Vmn2r90,17,17.849004
10442081,mir-99b,17,17.967152
10442083,let-7e,17,17.967316
10442085,mir-125a,17,17.967767
10442087,Ncrna00085,17,17.968028
10442098,Fpr3,17,18.024788
10442104,Fpr-rs4,17,18.158697
10442106,Vmn2r101,17,18.222114
10442112,Vmn2r93,17,18.441989
10442115,Vmn2r96,17,18.718664
10442120,Affy_10442120,17,19.414301
10442123,Affy_10442123,17,19.44099
10442125,Vmn2r99,17,19.53073
10442127,Affy_10442127,17,19.572556
10442134,Vmn2r107,17,20.493301
10442139,Vmn1r224,17,20.556137
10442141,Vmn1r225,17,20.639263
10442143,Gm5145,17,20.707326
10442145,Vmn1r226,17,20.824472
10442147,Vmn1r227,17,20.872064
10442149,Vmn1r229,17,20.951459
10442151,Vmn1r230,17,20.983515
10442153,Affy_10442153,17,21.070558
10442155,Ppp2r1a,17,21.082418
10442172,Zfp160,17,21.145938
10442177,Zfp160,17,21.289601
10442182,Vmn1r234,17,21.36579
10442184,Vmn1r235,17,21.397391
10442187,Vmn1r236,17,21.423497
10442191,Vmn1r237,17,21.450927
10442194,Zfp677,17,21.52071
10442199,Zfp54,17,21.560191
10442206,Zfp51,17,21.587331
10442211,Zfp53,17,21.616662
10442219,Zfp52,17,21.672503
10442224,BC049807,17,21.704008
10442231,Affy_10442231,17,21.794171
10442236,3110052M02Rik,17,21.827733
10442238,Zfp51,17,21.828827
10442240,Zfp760,17,21.844702
10442250,Zfp229,17,21.879496
10442254,Affy_10442254,17,21.945153
10442256,Affy_10442256,17,22.001263
10442258,4930432O21Rik,17,22.099725
10442262,Zfp758,17,22.49842
10442270,1300003B13Rik,17,22.561226
10442279,Vmn2r112,17,22.740282
10442283,Gm9805,17,22.826738
10442285,Gm5224,17,22.87193
10442288,Vmn2r113,17,23.080217
10442292,Vmn2r113,17,23.094966
10442294,Vmn2r116,17,23.482603
10442300,LOC638149,17,23.652465
10442302,Zscan10,17,23.737823
10442311,Ccdc64b,17,23.797487
10442321,Hcfc1r1,17,23.810575
10442327,Cldn6,17,23.816332
10442331,Pkmyt1,17,23.863303
10442341,Srrm2,17,23.940193
10442357,Prss32,17,23.990739
10442363,Prss21,17,24.005025
10442370,Dcpp1,17,24.017546
10442373,Dcpp2,17,24.035689
10442375,Dcpp3,17,24.054425
10442378,Sbp,17,24.078963
10442381,Prss27,17,24.17521
10442391,Gm10507,17,24.212339
10442393,Ntn3,17,24.345806
10442396,Abca3,17,24.488991
10442435,Rnps1,17,24.55162
10442445,Eci1,17,24.563628
10442454,Pgp,17,24.60738
10442458,Mlst8,17,24.610829
10442468,Caskin1,17,24.625728
10442493,Affy_10442493,17,24.665421
10442495,Pkd1,17,24.686779
10442542,Nthl1,17,24.769655
10442549,Zfp598,17,24.806678
10442565,Noxo1,17,24.833219
10442580,Rps2,17,24.857052
10442584,Rpl3l,17,24.86527
10442596,Sepx1,17,24.873587
10442603,Hs3st6,17,24.889948
10442606,4930528F23Rik,17,24.966014
10442616,Hagh,17,24.987492
10442625,Igfals,17,25.015715
10442629,Spsb3,17,25.023656
10442638,Mrps34,17,25.032065
10442643,Nme3,17,25.033445
10442649,Mapk8ip3,17,25.073247
10442651,Ift140,17,25.153668
10442683,Ptx4,17,25.257722
10442691,Clcn7,17,25.270339
10442719,Ccdc154,17,25.300054
10442736,C16orf91,17,25.321554
10442739,Unk1,17,25.325361
10442752,C16orf42,17,25.377144
10442762,Prss34,17,25.435339
10442769,Affy_10442769,17,25.443057
10442771,Prss28,17,25.445591
10442779,Prss29,17,25.457228
10442786,Tpsb2,17,25.502318
10442801,Tpsg1,17,25.507529
10442807,Tekt4,17,25.608535
10442816,Lmf1,17,25.716132
10442827,Affy_10442827,17,25.841994
10442829,Gng13,17,25.854169
10442834,Rpusd1,17,25.864696
10442840,Mslnl,17,25.872974
10442857,Narfl,17,25.910745
10442870,Ccdc78,17,25.923591
10442887,Fbxl16,17,25.95336
10442893,Wdr24,17,25.960593
10442904,Jmjd8,17,25.965961
10442914,0610011F06Rik,17,26.01246
10442922,Cox7c,17,26.038807
10442924,Solh,17,26.088417
10442932,Tmem8,17,26.250262
10442948,Mrpl28,17,26.260467
10442954,Axin1,17,26.275679
10442968,Rgs11,17,26.339921
10442986,Luc7l,17,26.389855
10443000,Neurl1B,17,26.55191
10443007,Neurl1B,17,26.580418
10443009,Ergic1,17,26.698457
10443021,Atp6v0e,17,26.813341
10443027,Crebrf,17,26.852595
10443039,Bnip1,17,26.918036
10443047,Kifc5b,17,27.054036
10443063,Phf1,17,27.070072
10443080,Syngap1,17,27.081577
10443087,Affy_10443087,17,27.089274
10443089,Syngap1,17,27.089507
10443091,Syngap1,17,27.093928
10443095,Syngap1,17,27.094363
10443108,Syngap1,17,27.098014
10443110,Syngap1,17,27.099859
10443112,Zbtb9,17,27.110124
10443117,Bak1,17,27.154996
10443120,Ggnbp1,17,27.162282
10443122,Ggnbp1,17,27.165778
10443131,Itpr3,17,27.194481
10443191,Gm10505,17,27.480276
10443193,Rpl30,17,27.667012
10443195,Hmga1,17,27.693527
10443199,C130040N14Rik,17,27.702057
10443201,Pacsin1,17,27.792588
10443215,Snrpc,17,27.977032
10443221,Uhrf1bp1,17,27.993441
10443244,Anks1,17,28.046285
10443276,Scube3,17,28.279471
10443301,Zfp523,17,28.314152
10443319,Def6,17,28.344723
10443332,Ppard,17,28.369699
10443344,Affy_10443344,17,28.424406
10443346,Fance,17,28.450507
10443360,Rpl10a,17,28.465544
10443367,E230001N04Rik,17,28.660226
10443369,Armc12,17,28.667806
10443378,Clpsl2,17,28.68643
10443383,Lhfpl5,17,28.712677
10443391,Mapk14,17,28.828287
10443408,Mapk13,17,28.906293
10443421,Brpf3,17,28.94291
10443438,Pnpla1,17,28.995356
10443449,Kctd20,17,29.089422
10443459,Sfrs3,17,29.169618
10443463,Cdkn1a,17,29.23072
10443470,Rab44,17,29.272001
10443479,Affy_10443479,17,29.291349
10443482,BC004004,17,29.405896
10443492,Rpl21,17,29.445042
10443494,Pi16,17,29.455827
10443506,Fgd2,17,29.497859
10443527,Pim1,17,29.627757
10443535,Tbc1d22b,17,29.686747
10443550,Rnf8,17,29.751776
10443561,Ftsjd2,17,29.797546
10443589,Zfand3,17,30.142032
10443596,Gm9874,17,30.622456
10443598,Dnahc8,17,30.761299
10443690,Glp1r,17,31.038812
10443704,Umodl1,17,31.091624
10443730,Abcg1,17,31.194643
10443749,Ubash3a,17,31.345064
10443764,Slc37a1,17,31.432428
10443786,Pde9a,17,31.523196
10443808,Ndufv3,17,31.657095
10443814,4833413E03Rik,17,31.694176
10443817,Pknox1,17,31.701746
10443830,Cryaa,17,31.81489
10443836,Rrp1b,17,32.173107
10443852,Rasal3,17,32.539967
10443854,Cyp4f39,17,32.589668
10443869,Cyp4f16,17,32.673514
10443876,Gm9705,17,32.75864
10443885,Cyp4f40,17,32.799084
10443898,Cyp4f15,17,32.822604
10443912,Zfp472,17,33.102787
10443918,C920016K16Rik,17,33.130084
10443926,Zfp563,17,33.226312
10443933,Gm10103,17,33.28145
10443940,Zfp422-rs1,17,33.426509
10443946,Actl9,17,33.569844
10443949,Adamts10,17,33.661169
10443980,Myo1f,17,33.692664
10444008,Zfp414,17,33.766047
10444016,Pram1,17,33.775085
10444028,Kank3,17,33.947468
10444041,Ndufa7,17,33.961536
10444046,Cd320,17,33.980036
10444056,Daxx,17,34.046443
10444066,Zbtb22,17,34.053143
10444068,Tapbp,17,34.056423
10444079,Rgl2,17,34.066839
10444098,Wdr46,17,34.077668
10444114,Vps52,17,34.092757
10444135,H2-Q10,17,34.118437
10444137,Rxrb,17,34.168797
10444152,Col11a2,17,34.176382
10444218,Affy_10444218,17,34.22156
10444223,H2-Oa,17,34.229377
10444229,H2-DMa,17,34.272573
10444236,H2-DMb2,17,34.282172
10444244,Tap1,17,34.324675
10444258,Psmb8,17,34.334931
10444268,Tap2,17,34.341159
10444284,H2-Ob,17,34.379381
10444291,H2-Ab1,17,34.400185
10444298,H2-Eb1,17,34.442812
10444306,H2-Eb2,17,34.46262
10444312,Btnl2,17,34.491767
10444320,Btnl3,17,34.514097
10444332,BC051142,17,34.535765
10444352,Notch4,17,34.70124
10444386,Gpsm3,17,34.726769
10444394,Pbx2,17,34.729223
10444407,Ager,17,34.734807
10444420,Agpat1,17,34.74282
10444431,Prrt1,17,34.766631
10444436,Fkbpl,17,34.781828
10444439,Atf6b,17,34.784091
10444459,Tnxb,17,34.80748
10444496,Dom3z,17,34.974028
10444505,Rdbp,17,34.987336
10444521,Zbtb12,17,35.031504
10444524,Ehmt2,17,35.035444
10444554,Slc44a4,17,35.051425
10444578,Neu1,17,35.068259
10444587,Affy_10444587,17,35.094564
10444589,Hspa1a,17,35.106135
10444591,Hspa1l,17,35.109677
10444595,Lsm2,17,35.118825
10444605,Vars,17,35.138078
10444637,D17H6S56E-3,17,35.153524
10444656,Affy_10444656,17,35.186163
10444658,Clic1,17,35.187188
10444665,Ddah2,17,35.19603
10444674,Ly6g6c,17,35.20427
10444680,Ly6g6e,17,35.213887
10444685,Abhd16a,17,35.226236
10444708,Ly6g5c,17,35.245245
10444713,Bat4,17,35.258482
10444717,D17H6S53E,17,35.26406
10444719,Bat3,17,35.272187
10444747,Affy_10444747,17,35.317491
10444752,Ltb,17,35.331467
10444756,Atp6v1g2,17,35.373541
10444761,Bat1a,17,35.378759
10444778,Affy_10444778,17,35.38412
10444780,H2-D1,17,35.40005
10444788,H2-Q1,17,35.45735
10444800,Nhp2l1,17,35.472799
10444802,H2-Q2,17,35.479278
10444810,H2-Q1,17,35.495942
10444814,H2-gs10,17,35.516562
10444821,H2-Q8,17,35.531044
10444824,H2-Q6,17,35.561822
10444830,H2-Q7,17,35.5761
10444841,H2-Q10,17,35.607034
10444853,Pou5f1,17,35.642996
10444858,Cchcr1,17,35.654121
10444879,Psors1c2,17,35.670185
10444883,Cdsn,17,35.689073
10444886,2300002M23Rik,17,35.70443
10444890,Ier3,17,35.958629
10444895,Flot1,17,35.960292
10444911,Mdc1,17,35.98138
10444927,Nrm,17,35.998263
10444932,Ppp1r18,17,36.002538
10444936,Dhx16,17,36.016764
10444957,Ppp1r10,17,36.053943
10444978,Gnl1,17,36.116869
10444991,Gm6034,17,36.179906
10444995,Gm6034,17,36.258775
10444997,2410017I17Rik,17,36.28222
10445006,Akirin1,17,36.315966
10445008,Lsm5,17,36.362945
10445010,H2-M11,17,36.68402
10445016,Affy_10445016,17,36.695233
10445022,H2-M10.5,17,36.909855
10445027,H2-M10.6,17,36.949116
10445033,Trim26,17,36.974129
10445046,Trim10,17,37.006519
10445053,Trim31,17,37.035063
10445061,Rnf39,17,37.079853
10445067,Znrd1as,17,37.095537
